Time (s),Voltage (V)
0.0,0.0
0.10367417335510254,0.0
0.2048346996307373,0.0
0.3142275810241699,0.0
0.4159092903137207,0.0
0.5174474716186523,0.0
0.6197607517242432,0.0
0.7216980457305908,0.0
0.8223533630371094,0.0
0.9282701015472412,0.0
1.0296978950500488,0.0
1.1331501007080078,0.0
1.245577335357666,0.0
1.3461313247680664,0.0
1.447389841079712,0.0
1.548201084136963,0.0
1.650022268295288,0.0
1.7511448860168457,0.0
1.8523619174957275,0.0
1.9533710479736328,0.0
2.05442214012146,0.0
2.1557745933532715,0.0
2.2567098140716553,0.0
2.3756871223449707,0.0
2.47709584236145,0.0
2.5782742500305176,0.0
2.6837480068206787,0.0
2.7870280742645264,0.0
2.889902353286743,0.0
2.9911258220672607,0.0
3.092228412628174,0.0
3.1926589012145996,0.0
3.2932915687561035,0.0
3.39400315284729,0.0
3.4944865703582764,0.0
3.5955348014831543,0.0
3.6960947513580322,0.0
3.7966248989105225,0.0
3.897783041000366,0.0
3.9984874725341797,0.0
4.099618673324585,0.0
4.208553314208984,0.0
4.3099446296691895,0.0
4.419100046157837,0.0
4.522073268890381,0.0
4.6242616176605225,0.0
4.725208282470703,0.0
4.825901031494141,0.0
4.926798343658447,0.0
5.02758002281189,0.0
5.128673315048218,0.0
5.230299711227417,0.18
5.3316004276275635,0.42
5.437139272689819,0.53
5.538229703903198,0.58
5.64221978187561,0.62
5.746232748031616,0.66
5.847302675247192,0.67
5.952749252319336,0.71
6.054080486297607,0.72
6.156695604324341,0.71
6.258246660232544,0.74
6.359381914138794,0.73
6.460150480270386,0.72
6.561494827270508,0.73
6.662595748901367,0.73
6.769338846206665,0.72
6.870623350143433,0.72
6.973023176193237,0.72
7.074645280838013,0.72
7.176039218902588,0.71
7.277253866195679,0.71
7.37855863571167,0.71
7.480992317199707,0.71
7.582026481628418,0.71
7.69220757484436,0.71
7.798460960388184,0.7
7.90911340713501,0.7
8.025128841400146,0.7
8.133088827133179,0.7
8.240641593933105,0.7
8.341534614562988,0.7
8.442696332931519,0.7
8.544271469116211,0.7
8.645127058029175,0.69
8.745954275131226,0.69
8.846738576889038,0.69
8.947973489761353,0.69
9.04901909828186,0.69
9.149449348449707,0.69
9.250199317932129,0.69
9.351136445999146,0.69
9.453505516052246,0.69
9.554530620574951,0.69
9.655534744262695,0.68
9.759780883789062,0.68
9.860432624816895,0.68
9.965542316436768,0.68
10.066412448883057,0.68
10.167526006698608,0.68
10.269452810287476,0.68
10.371026992797852,0.68
10.47426176071167,0.68
10.576495170593262,0.68
10.683373928070068,0.68
10.78527307510376,0.68
10.886536359786987,0.67
10.988456964492798,0.67
11.094329357147217,0.67
11.195542335510254,0.67
11.30013132095337,0.67
11.443760633468628,0.67
11.5481538772583,0.67
11.649427652359009,0.67
11.750560998916626,0.67
11.857605934143066,0.67
11.961873531341553,0.67
12.062289714813232,0.67
12.163525342941284,0.67
12.26471495628357,0.67
12.365601539611816,0.66
12.466209888458252,0.66
12.571067333221436,0.66
12.672399759292603,0.66
12.782759428024292,0.66
12.883604764938354,0.66
12.984482526779175,0.66
13.085391521453857,0.66
13.186780214309692,0.66
13.288244724273682,0.66
13.389086723327637,0.66
13.490107774734497,0.66
13.591001272201538,0.66
13.692753791809082,0.66
13.793676137924194,0.66
13.895195484161377,0.66
13.996257781982422,0.66
14.097545385360718,0.66
14.19885540008545,0.65
14.300620555877686,0.65
14.401479959487915,0.65
14.50987958908081,0.65
14.611142873764038,0.65
14.712162017822266,0.65
14.813173770904541,0.65
14.91398286819458,0.65
15.02119255065918,0.65
15.147653102874756,0.65
15.24865436553955,0.65
15.349887371063232,0.65
15.451246500015259,0.65
15.553877115249634,0.65
15.655556678771973,0.65
15.756114959716797,0.65
15.858295202255249,0.65
15.975334167480469,0.65
16.076217651367188,0.65
16.177428722381592,0.65
16.278563261032104,0.65
16.38001847267151,0.65
16.481435775756836,0.65
16.58713459968567,0.65
16.690670251846313,0.65
16.791314840316772,0.65
16.893174409866333,0.65
16.993910551071167,0.65
17.09455919265747,0.65
17.195852756500244,0.65
17.297422647476196,0.65
17.399330615997314,0.65
17.50071120262146,0.65
17.602030277252197,0.64
17.703516721725464,0.64
17.80463671684265,0.64
17.90553903579712,0.64
18.011232376098633,0.64
18.112204551696777,0.64
18.212889194488525,0.64
18.313767433166504,0.64
18.41513442993164,0.64
18.516916751861572,0.64
18.61787176132202,0.64
18.72034001350403,0.64
18.82143497467041,0.64
18.975618839263916,0.64
19.08730697631836,0.64
19.188522815704346,0.64
19.29006552696228,0.64
19.39079189300537,0.64
19.492043495178223,0.64
19.596500635147095,0.64
19.697283267974854,0.64
19.797991037368774,0.64
19.898751258850098,0.64
20.000195741653442,0.64
20.100890636444092,0.64
20.201053380966187,0.64
20.302254915237427,0.64
20.402761936187744,0.64
20.50322937965393,0.63
20.6039080619812,0.63
20.70595407485962,0.63
20.80651044845581,0.63
20.907639980316162,0.63
21.009244680404663,0.63
21.10977792739868,0.63
21.21056032180786,0.63
21.311781644821167,0.63
21.414164781570435,0.63
21.514930725097656,0.63
21.616167306900024,0.63
21.718605041503906,0.63
21.81968069076538,0.63
21.92048716545105,0.63
22.02104616165161,0.63
22.123746871948242,0.63
22.227986812591553,0.63
22.32913374900818,0.63
22.430068254470825,0.63
22.53084444999695,0.63
22.632049083709717,0.63
22.733383417129517,0.63
22.83496642112732,0.63
22.93734359741211,0.63
23.039066314697266,0.63
23.14158844947815,0.63
23.24282169342041,0.63
23.343664169311523,0.63
23.444737195968628,0.63
23.545713663101196,0.63
23.646416664123535,0.63
23.747450351715088,0.63
23.848599910736084,0.63
23.949333906173706,0.63
24.05033802986145,0.62
24.152140617370605,0.62
24.253175735473633,0.62
24.353538274765015,0.62
24.454458236694336,0.62
24.555336952209473,0.62
24.656294584274292,0.62
24.767410039901733,0.62
24.868757724761963,0.62
24.97014546394348,0.62
25.071820497512817,0.62
25.17573046684265,0.62
25.276703119277954,0.62
25.382431983947754,0.62
25.482930660247803,0.62
25.58360719680786,0.62
25.684341430664062,0.62
25.7889301776886,0.62
25.890385627746582,0.62
25.992708921432495,0.62
26.093072652816772,0.62
26.19389510154724,0.62
26.29472303390503,0.62
26.397250413894653,0.62
26.499001026153564,0.62
26.600769519805908,0.62
26.70111918449402,0.62
26.802679538726807,0.62
26.9040424823761,0.62
27.006727933883667,0.62
27.10885190963745,0.62
27.20919132232666,0.62
27.31038498878479,0.61
27.411773920059204,0.61
27.51251983642578,0.61
27.613280296325684,0.61
27.714420318603516,0.61
27.815733909606934,0.61
27.91700792312622,0.61
28.017929077148438,0.61
28.119431495666504,0.61
28.220661640167236,0.61
28.32241988182068,0.61
28.42400574684143,0.61
28.52541947364807,0.61
28.62635350227356,0.61
28.727329969406128,0.61
28.828081607818604,0.61
28.928958654403687,0.61
29.029518842697144,0.61
29.130711555480957,0.61
29.231440544128418,0.61
29.332313537597656,0.61
29.434022665023804,0.61
29.5346736907959,0.61
29.63619828224182,0.61
29.73693609237671,0.61
29.838013172149658,0.61
29.93897533416748,0.61
30.04456925392151,0.61
30.147206783294678,0.61
30.248475790023804,0.61
30.34919762611389,0.61
30.450048208236694,0.61
30.551195859909058,0.61
30.652148723602295,0.61
30.753681898117065,0.61
30.854926586151123,0.61
30.956477165222168,0.61
31.0585458278656,0.61
31.158995866775513,0.61
31.25948166847229,0.61
31.360304355621338,0.61
31.461025953292847,0.61
31.561865091323853,0.61
31.66261601448059,0.61
31.763673067092896,0.61
31.86441206932068,0.61
31.965224742889404,0.61
32.06604218482971,0.61
32.16683292388916,0.6
32.26881194114685,0.6
32.37576770782471,0.61
32.47754979133606,0.6
32.57824087142944,0.6
32.67909359931946,0.6
32.77985668182373,0.6
32.88085079193115,0.6
32.98198080062866,0.6
33.0833625793457,0.6
33.18467569351196,0.6
33.28614282608032,0.6
33.38754224777222,0.6
33.491687297821045,0.6
33.59318017959595,0.6
33.694002628326416,0.6
33.79576396942139,0.6
33.89685130119324,0.6
33.998088359832764,0.6
34.09997868537903,0.6
34.201178312301636,0.6
34.3021924495697,0.6
34.403414249420166,0.6
34.50428366661072,0.6
34.60526704788208,0.6
34.70594072341919,0.6
34.8066725730896,0.6
34.90752339363098,0.6
35.008320569992065,0.6
35.10904240608215,0.6
35.209641218185425,0.6
35.310598611831665,0.6
35.41133666038513,0.6
35.51210689544678,0.6
35.61241388320923,0.6
35.71307635307312,0.6
35.8143515586853,0.6
35.915934324264526,0.6
36.01636552810669,0.6
36.11729192733765,0.6
36.21807146072388,0.6
36.31853175163269,0.6
36.41948890686035,0.6
36.52134132385254,0.6
36.62204623222351,0.6
36.72255253791809,0.6
36.824097633361816,0.6
36.925206422805786,0.6
37.02694392204285,0.6
37.128116607666016,0.6
37.22854828834534,0.6
37.32944941520691,0.6
37.430886030197144,0.59
37.5321888923645,0.59
37.632879972457886,0.59
37.73431420326233,0.6
37.83583331108093,0.59
37.93890309333801,0.59
38.04133582115173,0.59
38.1417715549469,0.59
38.24272704124451,0.59
38.343549728393555,0.59
38.44410490989685,0.59
38.54525876045227,0.59
38.64587473869324,0.59
38.74858570098877,0.59
38.85037803649902,0.59
38.95272469520569,0.59
39.0770423412323,0.59
39.18276619911194,0.59
39.283758878707886,0.59
39.384981870651245,0.59
39.48733592033386,0.59
39.58876156806946,0.59
39.68926811218262,0.59
39.78997778892517,0.59
39.89178466796875,0.59
39.99281287193298,0.59
40.09354114532471,0.59
40.195961713790894,0.59
40.297252893447876,0.59
40.39897131919861,0.59
40.50762319564819,0.59
40.608736991882324,0.59
40.711634159088135,0.59
40.81296420097351,0.59
40.91687536239624,0.59
41.01807975769043,0.59
41.119181632995605,0.59
41.2204384803772,0.59
41.322747230529785,0.59
41.42591738700867,0.59
41.52686309814453,0.59
41.627761125564575,0.59
41.72880482673645,0.59
41.82989549636841,0.59
41.9311466217041,0.59
42.03166103363037,0.59
42.13226819038391,0.59
42.233049392700195,0.59
42.33396911621094,0.59
42.43589949607849,0.59
42.53632664680481,0.59
42.640328884124756,0.59
42.741992473602295,0.59
42.84367275238037,0.59
42.945329666137695,0.59
43.04638886451721,0.59
43.14763045310974,0.59
43.24869894981384,0.59
43.34961485862732,0.59
43.45104360580444,0.59
43.55196976661682,0.59
43.65442609786987,0.59
43.75506377220154,0.59
43.85649871826172,0.59
43.95782399177551,0.59
44.058945655822754,0.59
44.159908294677734,0.59
44.26123356819153,0.59
44.362104177474976,0.58
44.46492409706116,0.59
44.569509506225586,0.58
44.683284759521484,0.59
44.78615045547485,0.58
44.887786626815796,0.58
44.990249156951904,0.58
45.09105730056763,0.58
45.192522287368774,0.58
45.29470658302307,0.58
45.3961615562439,0.58
45.49973201751709,0.58
45.600807189941406,0.58
45.70175075531006,0.58
45.80280923843384,0.58
45.904541969299316,0.58
46.010939598083496,0.58
46.11230230331421,0.58
46.2127320766449,0.58
46.31623435020447,0.58
46.41679000854492,0.58
46.51808476448059,0.58
46.61926627159119,0.58
46.72047209739685,0.58
46.8212251663208,0.58
46.923828125,0.58
47.02489137649536,0.58
47.12573456764221,0.58
47.22658634185791,0.58
47.32767391204834,0.58
47.428441286087036,0.58
47.52912712097168,0.58
47.63000273704529,0.58
47.730997800827026,0.58
47.83518624305725,0.58
47.93668222427368,0.58
48.03731346130371,0.58
48.13855457305908,0.58
48.24000096321106,0.58
48.34236192703247,0.58
48.44341802597046,0.58
48.54417896270752,0.58
48.644827365875244,0.58
48.7456214427948,0.58
48.846351861953735,0.58
48.94719910621643,0.58
49.048166036605835,0.58
49.14908313751221,0.58
49.25006890296936,0.58
49.35107111930847,0.58
49.452030658721924,0.58
49.552995443344116,0.58
49.65610694885254,0.58
49.76300382614136,0.58
49.86466383934021,0.58
49.96595001220703,0.58
50.06888961791992,0.58
50.169418811798096,0.58
50.269975900650024,0.58
50.37515377998352,0.58
50.475547790527344,0.58
50.5779492855072,0.58
50.6789493560791,0.58
50.78031659126282,0.58
50.881940603256226,0.58
50.982938051223755,0.58
51.08355522155762,0.58
51.184815883636475,0.58
51.285804271698,0.58
51.38702940940857,0.58
51.49079990386963,0.58
51.59209179878235,0.58
51.692381381988525,0.58
51.793482303619385,0.58
51.89498829841614,0.58
51.9955108165741,0.58
52.096136808395386,0.57
52.197304487228394,0.57
52.31409478187561,0.57
52.41853642463684,0.57
52.519689083099365,0.57
52.653419733047485,0.57
52.75492024421692,0.57
52.85628318786621,0.57
52.95742177963257,0.57
53.05878686904907,0.57
53.15999150276184,0.57
53.26120185852051,0.57
53.36344361305237,0.57
53.46456289291382,0.57
53.565778493881226,0.57
53.6721351146698,0.57
53.7830376625061,0.57
53.884392499923706,0.57
53.98551917076111,0.57
54.0868239402771,0.57
54.187875747680664,0.57
54.28883218765259,0.57
54.389806509017944,0.57
54.49177360534668,0.57
54.59287619590759,0.57
54.71511244773865,0.57
54.81566047668457,0.57
54.91627049446106,0.57
55.01729869842529,0.57
55.11872911453247,0.57
55.22038388252258,0.57
55.32203197479248,0.57
55.42302203178406,0.57
55.52431774139404,0.57
55.625839710235596,0.57
55.726773738861084,0.57
55.82823610305786,0.57
55.929555892944336,0.57
56.03080201148987,0.57
56.13240885734558,0.57
56.23404932022095,0.57
56.335285663604736,0.57
56.4364697933197,0.57
56.53746771812439,0.57
56.63863444328308,0.57
56.74061369895935,0.57
56.84325408935547,0.57
56.95044183731079,0.57
57.0723831653595,0.57
57.178823471069336,0.57
57.28294610977173,0.57
57.385777950286865,0.57
57.48653197288513,0.57
57.58920907974243,0.57
57.68985962867737,0.57
57.79071378707886,0.57
57.891640424728394,0.57
57.99280071258545,0.57
58.09432291984558,0.57
58.19585585594177,0.57
58.298725843429565,0.57
58.39930868148804,0.57
58.50020098686218,0.57
58.60104298591614,0.57
58.70221710205078,0.57
58.80337882041931,0.57
58.904637575149536,0.57
59.006115436553955,0.57
59.10740399360657,0.57
59.208840131759644,0.57
59.309821367263794,0.57
59.411383867263794,0.57
59.5128390789032,0.57
59.61397838592529,0.57
59.71632504463196,0.57
59.817222118377686,0.57
59.917741537094116,0.57
60.018534421920776,0.57
60.12004065513611,0.57
60.221006870269775,0.57
60.32198166847229,0.57
60.42330527305603,0.57
60.52446913719177,0.57
60.62544798851013,0.57
60.7268853187561,0.57
60.82873892784119,0.56
60.92935919761658,0.57
61.03030252456665,0.56
61.13165020942688,0.56
61.235257625579834,0.57
61.33663582801819,0.57
61.439839363098145,0.57
61.540323972702026,0.56
61.654948472976685,0.56
61.75554585456848,0.56
61.85696053504944,0.56
61.95846199989319,0.56
62.059967279434204,0.56
62.16118907928467,0.56
62.262858390808105,0.56
62.39892506599426,0.56
62.50777578353882,0.56
62.60851192474365,0.56
62.70962119102478,0.56
62.81237602233887,0.56
62.91327095031738,0.56
63.04007887840271,0.56
63.14103722572327,0.56
63.24213242530823,0.56
63.34323263168335,0.56
63.44839859008789,0.56
63.55057454109192,0.56
63.65506196022034,0.56
63.755900382995605,0.56
63.8569393157959,0.56
63.9580614566803,0.56
64.05942678451538,0.56
64.16037631034851,0.56
64.26153516769409,0.56
64.36285042762756,0.56
64.46393632888794,0.56
64.5656886100769,0.56
64.66812229156494,0.56
64.77178645133972,0.56
64.87429904937744,0.56
64.97575163841248,0.56
65.07735776901245,0.56
65.18045997619629,0.56
65.28136420249939,0.56
65.38246369361877,0.56
65.48366618156433,0.56
65.58509135246277,0.56
65.68778085708618,0.56
65.78845357894897,0.56
65.89122533798218,0.56
65.99242448806763,0.56
66.09366250038147,0.56
66.19497513771057,0.56
66.29642415046692,0.56
66.39705419540405,0.56
66.50156426429749,0.56
66.60255765914917,0.56
66.70381283760071,0.56
66.8062059879303,0.56
66.91342091560364,0.56
67.01420497894287,0.56
67.11498665809631,0.56
67.21723413467407,0.56
67.31743836402893,0.56
67.41796374320984,0.56
67.5195164680481,0.56
67.62027215957642,0.56
67.72232747077942,0.56
67.82356262207031,0.56
67.9240357875824,0.56
68.02607274055481,0.56
68.12639689445496,0.56
68.2273280620575,0.56
68.32774567604065,0.56
68.42836928367615,0.56
68.52899360656738,0.56
68.63064479827881,0.56
68.73299932479858,0.56
