Time (s),Voltage (V)
0.0,0.54
0.10234928131103516,0.54
0.20393729209899902,0.54
0.3047358989715576,0.54
0.40577149391174316,0.54
0.5066573619842529,0.54
0.6077289581298828,0.54
0.7088170051574707,0.54
0.810797929763794,0.54
0.9113390445709229,0.53
1.014103651046753,0.53
1.1149518489837646,0.53
1.223417043685913,0.53
1.3490526676177979,0.53
1.451869010925293,0.53
1.552048683166504,0.53
1.6542494297027588,0.53
1.754896879196167,0.53
1.856083631515503,0.53
1.957249641418457,0.53
2.0583255290985107,0.53
2.159550666809082,0.53
2.2607741355895996,0.53
2.364149808883667,0.53
2.46450138092041,0.53
2.566678762435913,0.53
2.6679160594940186,0.53
2.769002676010132,0.53
2.8704564571380615,0.53
2.971625566482544,0.52
3.073092460632324,0.53
3.1740164756774902,0.52
3.2753593921661377,0.52
3.3764569759368896,0.52
3.4773664474487305,0.52
3.5794339179992676,0.52
3.68049693107605,0.52
3.7818126678466797,0.52
3.8860855102539062,0.52
3.9868571758270264,0.52
4.088012933731079,0.52
4.190288305282593,0.52
4.291510581970215,0.52
4.39250636100769,0.52
4.494387149810791,0.52
4.596316814422607,0.52
4.697248935699463,0.52
4.799181222915649,0.52
4.904342412948608,0.52
5.007735252380371,0.52
5.1093974113464355,0.52
5.212122201919556,0.52
5.3130943775177,0.52
5.415255546569824,0.52
5.518122911453247,0.52
5.619823217391968,0.52
5.721787929534912,0.52
5.824056625366211,0.52
5.924440622329712,0.52
6.025303840637207,0.51
6.126411437988281,0.51
6.2303266525268555,0.51
6.332780122756958,0.51
6.434380531311035,0.51
6.535847187042236,0.51
6.637693166732788,0.51
6.737918138504028,0.51
6.841210603713989,0.51
6.945927143096924,0.51
7.0563085079193115,0.51
7.164080381393433,0.51
7.2650041580200195,0.51
7.366436719894409,0.51
7.467461585998535,0.51
7.570981740951538,0.51
7.674229621887207,0.51
7.774749755859375,0.51
7.881189346313477,0.51
7.984773874282837,0.51
8.08515191078186,0.51
8.186132431030273,0.51
8.287450313568115,0.51
8.388693809509277,0.51
8.489254236221313,0.51
8.590468645095825,0.51
8.691632747650146,0.51
8.792949199676514,0.51
8.895488023757935,0.51
8.99600625038147,0.51
9.097863912582397,0.51
9.198286771774292,0.51
9.299388408660889,0.51
9.404078722000122,0.51
9.504895687103271,0.51
9.606315612792969,0.51
9.707987546920776,0.51
9.810406684875488,0.5
9.911744117736816,0.51
10.013252973556519,0.5
10.114583015441895,0.5
10.214901447296143,0.5
10.315970182418823,0.5
10.417205333709717,0.5
10.518359899520874,0.5
10.619635581970215,0.5
10.72063159942627,0.5
10.821456909179688,0.5
10.922252655029297,0.5
11.024431228637695,0.5
11.125009775161743,0.5
11.226223468780518,0.5
11.328089475631714,0.5
11.429209470748901,0.5
11.530314207077026,0.5
11.631803274154663,0.5
11.733189821243286,0.5
11.834049940109253,0.5
11.935425281524658,0.5
12.037208318710327,0.5
12.138171434402466,0.5
