Time (s),Voltage (V)
0.001489400863647461,0.36
0.10191202163696289,0.43
0.202866792678833,0.56
0.30481910705566406,0.59
0.40574049949645996,0.6
0.5257339477539062,0.6
0.6273529529571533,0.6
0.7292702198028564,0.6
0.8310613632202148,0.59
0.9315495491027832,0.59
1.0375378131866455,0.59
1.142110824584961,0.59
1.2433931827545166,0.59
1.3443965911865234,0.58
1.4522476196289062,0.58
1.5595252513885498,0.58
1.660095453262329,0.58
1.7609798908233643,0.58
1.8624868392944336,0.58
1.963242530822754,0.58
2.0637497901916504,0.57
2.164823293685913,0.57
2.2657482624053955,0.57
2.37104868888855,0.57
2.471403121948242,0.57
2.5717854499816895,0.57
2.6722304821014404,0.57
2.772914409637451,0.57
2.873414993286133,0.57
2.976210117340088,0.56
3.0766825675964355,0.56
3.177515745162964,0.56
3.27866792678833,0.56
3.381190061569214,0.56
3.481863260269165,0.56
3.583371162414551,0.55
3.6853880882263184,0.55
3.7885892391204834,0.55
3.890758752822876,0.56
3.9916439056396484,0.57
4.092700958251953,0.58
4.194160223007202,0.6
4.29480767250061,0.6
4.396025896072388,0.59
4.497931003570557,0.49
4.598800420761108,0.04
4.701709508895874,0.0
4.804414749145508,0.0
4.90610146522522,0.0
5.007443428039551,0.0
5.108763694763184,0.0
5.2100746631622314,0.0
5.312058210372925,0.0
5.417607545852661,0.0
5.526743650436401,0.0
5.627947092056274,0.0
5.729000806808472,0.0
5.829758644104004,0.0
5.951711177825928,0.0
6.055387258529663,0.0
6.162256479263306,0.0
6.2632222175598145,0.0
6.3645241260528564,0.0
6.465284824371338,0.0
6.567091464996338,0.0
6.667587757110596,0.0
6.7685911655426025,0.0
6.886003494262695,0.0
7.069612503051758,0.0
7.176575183868408,0.0
7.278982400894165,0.0
7.380783796310425,0.0
7.482078790664673,0.0
7.583963632583618,0.0
7.6857311725616455,0.0
7.7866504192352295,0.0
7.887500524520874,0.0
7.98853874206543,0.0
8.089870929718018,0.0
8.191025972366333,0.0
8.291879415512085,0.0
8.39316701889038,0.05
8.49417233467102,0.0
8.596104383468628,0.0
8.697072982788086,0.0
8.829528093338013,0.0
8.933277368545532,0.0
9.03420615196228,0.0
9.135204315185547,0.0
9.23728084564209,0.0
9.343310832977295,0.0
9.444552183151245,0.0
9.545461177825928,0.0
9.6462082862854,0.0
9.747125148773193,0.0
9.848604917526245,0.0
9.949000835418701,0.0
10.050303936004639,0.51
10.151999950408936,0.4
10.253233909606934,0.27
10.354037284851074,0.0
10.455010414123535,0.0
10.555877208709717,0.0
10.656851768493652,0.0
10.757750988006592,0.37
10.859787225723267,0.57
10.96134066581726,0.62
11.062108755111694,0.61
11.163309335708618,0.63
11.263934850692749,0.63
11.364826440811157,0.62
11.466744184494019,0.62
11.56906771659851,0.62
11.670275926589966,0.62
11.771592140197754,0.61
11.872457265853882,0.61
11.973672866821289,0.61
12.074609994888306,0.61
12.17596697807312,0.61
12.277998685836792,0.6
12.37876272201538,0.6
12.47989296913147,0.6
12.581251382827759,0.6
12.682176113128662,0.6
12.782669305801392,0.6
12.88769817352295,0.6
12.988619804382324,0.59
13.089245080947876,0.59
13.18970513343811,0.59
13.290591478347778,0.59
13.391213655471802,0.59
13.492085933685303,0.59
13.593017578125,0.59
13.695433378219604,0.58
13.796039342880249,0.58
13.896949529647827,0.58
13.999109506607056,0.58
14.100659132003784,0.58
14.200834512710571,0.58
14.304123640060425,0.58
14.404954671859741,0.58
14.506259679794312,0.58
14.607542276382446,0.57
14.708459854125977,0.57
14.82665467262268,0.57
14.927196979522705,0.57
15.02835988998413,0.57
15.129420757293701,0.57
15.230909824371338,0.57
15.332058191299438,0.57
15.432990789413452,0.57
15.535902976989746,0.57
15.637038946151733,0.57
15.737967491149902,0.57
15.838911771774292,0.57
15.952789545059204,0.57
16.05352473258972,0.57
16.154953241348267,0.57
16.25613260269165,0.56
16.357576608657837,0.56
16.45882296562195,0.56
16.56169581413269,0.56
16.662670850753784,0.56
16.763794422149658,0.56
16.86509680747986,0.56
16.966291189193726,0.56
17.115240573883057,0.56
17.21609115600586,0.56
17.319422721862793,0.56
17.419994115829468,0.56
17.522306203842163,0.56
17.622987031936646,0.56
17.723834991455078,0.56
17.8251736164093,0.56
17.926350593566895,0.56
18.028058290481567,0.56
18.129180908203125,0.56
18.230968475341797,0.56
18.33234429359436,0.56
18.433062076568604,0.55
18.5359890460968,0.55
18.637152433395386,0.55
18.738581657409668,0.55
18.856666803359985,0.55
18.957640886306763,0.55
19.058635473251343,0.55
19.159926176071167,0.55
19.262791633605957,0.55
19.364018201828003,0.55
19.46494174003601,0.55
19.570642471313477,0.55
19.67908811569214,0.55
19.78345489501953,0.55
19.884841680526733,0.55
19.985921144485474,0.55
20.089065313339233,0.55
20.190737009048462,0.55
20.292020320892334,0.55
20.393024921417236,0.55
20.49388837814331,0.55
20.594868898391724,0.55
20.69598960876465,0.55
20.797221183776855,0.55
20.89804768562317,0.55
20.99959111213684,0.55
21.103291988372803,0.55
21.20378303527832,0.55
21.305224418640137,0.55
21.406450271606445,0.55
21.508044719696045,0.55
21.60871648788452,0.54
21.711952686309814,0.54
21.813199996948242,0.54
21.91377592086792,0.54
22.01514172554016,0.54
22.120745420455933,0.54
22.22269630432129,0.54
22.323355197906494,0.54
22.424833059310913,0.54
22.526212215423584,0.54
22.62695026397705,0.54
22.728204011917114,0.54
22.829349756240845,0.54
22.930355548858643,0.54
23.03127908706665,0.54
23.132131576538086,0.54
23.233773231506348,0.54
23.334388732910156,0.54
23.434905529022217,0.54
23.535779237747192,0.54
23.63694429397583,0.54
23.737947702407837,0.54
23.83907961845398,0.54
23.940093278884888,0.54
24.040855884552002,0.54
24.141769409179688,0.54
24.244925022125244,0.54
24.3460533618927,0.54
24.44903254508972,0.54
24.549477100372314,0.54
24.65039324760437,0.54
24.75185990333557,0.54
24.853015422821045,0.54
24.971083879470825,0.54
25.071288347244263,0.54
25.171915531158447,0.54
25.272916793823242,0.53
25.374756336212158,0.53
25.475869178771973,0.53
25.58051109313965,0.53
25.685329914093018,0.53
